age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
42, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
41, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
33, Local-gov,3, Never-married, Other-service, Unmarried, Other, Female,0,0,40, El-Salvador,0
51, Private,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States,0
54, Local-gov,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
37, Private,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
29, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Yugoslavia,1
60, Private,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2228,0,37, United-States,0
68, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2414,0,40, United-States,0
40, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
45, Self-emp-not-inc,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States,0
46, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
39, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
31, Private,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
23, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
43, Local-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States,1
54, Private,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,0
27, Private,5, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States,0
53, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,1
34, Private,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0
46, Local-gov,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States,1
65, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, United-States,1
62, Private,9, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,40, United-States,0
38, Private,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1340,40, United-States,0
28, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,1
78, Private,9, Widowed, Prof-specialty, Not-in-family, White, Female,1086,0,20, United-States,0
60, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
28, Private,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
55, Self-emp-not-inc,9, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States,0
39, Private,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,62, England,0
53, Self-emp-inc,10, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,0
34, Private,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico,1
48, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
31, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States,0
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,50, United-States,1
67, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,3818,0,11, United-States,0
24, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
42, Local-gov,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States,1
28, Private,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,0
20, Private,4, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,60, Mexico,0
33, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1
51, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
27, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
41, Private,7, Divorced, Exec-managerial, Unmarried, White, Female,0,0,36, United-States,0
65, Private,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,1797,0,40, United-States,0
54, Private,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
47, Federal-gov,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1
42, Local-gov,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,90, United-States,0
56, Private,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,1
42, Private,12, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States,1
49, Private,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1
59, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
24, Private,10, Never-married, Sales, Own-child, White, Male,0,0,43, United-States,0
38, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland,0
28, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,21, United-States,0
30, Self-emp-not-inc,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
48, Private,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States,0
33, Private,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
35, Private,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3942,0,35, United-States,0
44, Local-gov,15, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
33, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, Columbia,0
20, Federal-gov,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
46, Private,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
30, Federal-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Japan,0
39, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,60, United-States,1
38, Private,9, Divorced, Craft-repair, Own-child, White, Male,0,0,28, United-States,0
19, Private,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,0
19, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States,0
37, Self-emp-not-inc,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,55, United-States,0
50, Private,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,1
50, State-gov,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
25, Private,12, Divorced, Tech-support, Own-child, White, Female,0,1594,25, United-States,0
46, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States,1
47, Private,14, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,42, India,0
27, Local-gov,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States,0
63, Private,12, Married-spouse-absent, Adm-clerical, Other-relative, White, Female,0,0,35, United-States,0
40, Private,10, Divorced, Adm-clerical, Unmarried, White, Female,914,0,40, United-States,0
26, Private,14, Never-married, Tech-support, Other-relative, White, Male,0,0,25, United-States,0
32, Private,12, Divorced, Sales, Not-in-family, White, Male,2597,0,48, United-States,0
42, Private,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
37, Private,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States,0
64, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
34, Private,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,2001,40, United-States,0
46, Private,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,30, United-States,0
32, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,0
59, Private,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States,1
31, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States,0
21, Private,9, Never-married, Sales, Other-relative, White, Male,0,0,45, United-States,0
57, State-gov,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
29, Private,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,0
46, Private,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,45, United-States,0
34, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States,1
52, Local-gov,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
64, Private,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,10566,0,35, United-States,0
65, Private,9, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States,0
31, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
25, Private,14, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico,0
39, Private,8, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,70, United-States,1
62, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
50, Private,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States,1
55, Private,6, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States,1
51, Self-emp-inc,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
32, Self-emp-inc,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
52, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,1
17, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States,0
49, Private,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,0
37, Local-gov,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada,1
28, Private,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
40, Private,15, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba,0
32, Private,13, Never-married, Sales, Not-in-family, White, Female,0,1590,40, United-States,0
45, Local-gov,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
59, Private,9, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States,0
29, Private,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
23, Private,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
47, Private,10, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
28, Private,12, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
46, Private,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
55, Private,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
46, Private,6, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Ecuador,0
67, Self-emp-not-inc,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
26, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
50, Self-emp-not-inc,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,55, El-Salvador,1
45, Private,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
38, Private,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,0
21, State-gov,10, Never-married, Exec-managerial, Own-child, White, Male,0,1602,10, United-States,0
72, Federal-gov,7, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, Canada,0
32, Private,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia,0
56, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,10, United-States,0
61, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,0
61, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States,0
17, Private,7, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States,0
20, Private,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
23, Private,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,0
30, Private,9, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States,0
58, Private,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,38, United-States,0
47, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
35, Private,10, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
63, Private,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,1
37, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,1
32, Private,1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,0
55, Private,9, Widowed, Sales, Not-in-family, White, Female,0,0,38, United-States,0
28, Private,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States,0
63, Private,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,3471,0,40, United-States,0
33, Self-emp-not-inc,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
46, Private,9, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States,0
59, Local-gov,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
32, Private,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,0
54, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States,1
37, Self-emp-not-inc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
40, Local-gov,15, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,1
24, Private,13, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
53, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States,1
59, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
27, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
28, Private,9, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States,0
20, Private,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
50, Private,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,0
45, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
27, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
17, Private,7, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
52, Local-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
58, Self-emp-inc,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States,1
52, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States,1
35, Private,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
46, Federal-gov,13, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States,1
28, Private,13, Never-married, Adm-clerical, Not-in-family, White, Male,10520,0,60, United-States,1
47, Private,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,43, United-States,0
61, Local-gov,14, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States,0
52, Self-emp-not-inc,9, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,25, United-States,0
25, Private,12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,37, India,1
51, Private,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba,0
35, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Peru,0
46, Private,10, Divorced, Sales, Unmarried, White, Female,0,0,40, Cuba,0
28, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States,0
47, Private,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,43, United-States,0
22, Private,7, Widowed, Sales, Own-child, Black, Female,0,0,35, United-States,0
26, Private,9, Never-married, Craft-repair, Own-child, White, Male,3325,0,40, United-States,0
20, Private,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,42, United-States,0
51, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,14084,0,50, United-States,1
39, Private,12, Never-married, Other-service, Own-child, White, Female,0,0,56, United-States,0
52, Private,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States,1
20, Private,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,24, United-States,0
30, Private,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States,0
26, Private,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,0
38, Private,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
40, Local-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,75, United-States,1
36, State-gov,9, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,90, United-States,0
28, Private,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
31, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, France,1
48, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,0
36, Private,9, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
30, Private,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
63, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
21, State-gov,10, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States,0
31, Private,9, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States,0
45, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,7, United-States,0
30, Private,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Portugal,0
47, Private,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0
36, Federal-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
51, State-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
63, Private,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States,0
21, Private,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,0
36, Self-emp-not-inc,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
31, Private,9, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States,0
59, Self-emp-not-inc,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,80, United-States,1
38, Private,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
32, Private,13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,0
35, Private,8, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,1
40, Self-emp-inc,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,1
44, Private,7, Separated, Other-service, Unmarried, Black, Female,0,0,60, United-States,0
27, State-gov,9, Never-married, Protective-serv, Own-child, White, Male,2174,0,40, United-States,0
30, Private,13, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0
38, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
61, Local-gov,13, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States,0
21, Private,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States,0
63, Private,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, South,0
22, Private,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States,0
43, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
26, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
36, Private,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,0
37, Private,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States,0
35, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States,0
69, Private,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
23, Private,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,0
23, Private,7, Never-married, Transport-moving, Own-child, White, Female,0,0,38, United-States,0
34, Private,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
19, Private,9, Never-married, Prof-specialty, Own-child, Black, Male,0,0,10, United-States,0
22, Self-emp-inc,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, South,0
33, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States,0
64, Private,13, Divorced, Exec-managerial, Not-in-family, White, Male,27828,0,55, United-States,1
44, Federal-gov,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States,1
30, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States,1
24, Private,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador,0
23, Private,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0
17, Private,7, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,0
27, Private,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
17, Private,6, Never-married, Sales, Other-relative, White, Female,0,0,10, United-States,0
32, Private,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
38, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
38, Self-emp-inc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
74, Private,2, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, United-States,0
31, Self-emp-not-inc,16, Never-married, Prof-specialty, Own-child, White, Female,0,0,48, United-States,0
39, Federal-gov,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7688,0,52, United-States,1
62, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
46, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3411,0,35, Guatemala,0
41, Private,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States,0
31, Local-gov,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
20, Private,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
44, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
35, Private,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines,1
64, Private,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
31, Private,11, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,0
40, Federal-gov,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
22, Private,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0
49, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
29, State-gov,12, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States,1
28, Private,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
34, Self-emp-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
63, Local-gov,13, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc),0
44, Local-gov,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24, Private,10, Never-married, Other-service, Other-relative, Black, Female,0,0,30, Haiti,0
25, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Italy,0
28, Private,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States,1
57, Self-emp-not-inc,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1
34, Private,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,43, India,1
67, Private,9, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,20, United-States,0
34, State-gov,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States,0
51, Self-emp-not-inc,12, Separated, Sales, Not-in-family, Black, Male,0,0,30, United-States,0
48, Self-emp-not-inc,15, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0
38, Private,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,1
41, State-gov,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
42, Private,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
40, State-gov,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States,0
68, Private,10, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
45, Private,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
50, Self-emp-inc,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,63, United-States,1
38, Self-emp-not-inc,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,0
30, Private,10, Never-married, Prof-specialty, Own-child, White, Male,3325,0,50, United-States,0
23, Private,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,21, United-States,0
30, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,85, United-States,0
39, Private,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States,0
25, Private,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States,0
31, Private,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
28, Self-emp-not-inc,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,30, United-States,1
45, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,99999,0,25, United-States,1
21, Private,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, Mexico,0
34, Private,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China,0
54, Local-gov,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,42, United-States,0
20, Private,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,1590,40, United-States,0
50, Private,12, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States,1
27, Private,10, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States,0
29, Private,9, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,20, France,0
57, Private,9, Divorced, Other-service, Not-in-family, White, Male,0,0,38, United-States,0
34, Private,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0
57, Self-emp-inc,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
44, Self-emp-not-inc,11, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
49, Federal-gov,9, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States,0
37, Self-emp-not-inc,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,1
36, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,1
29, Private,14, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States,0
57, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States,0
